-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 1.399048778535395277e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 3.039793750096108325e-04 5.162431835732434089e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 3.807730347499798090e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 9.293048499518287431e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 1.471491757462269623e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 5.253569986496351438e-04 1.564678626324492866e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 3.331191837942370712e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 2.301912635355770134e-02 1.581079048653845701e-02 -0.000000000000000000e+00 6.732947447078342640e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 4.814016539428469729e-03 2.790941766202885768e-03 5.294385222771733762e-03 3.156809182700077293e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 6.980980045629112118e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 6.278210183548151718e-03
1.292450615932999524e-05 8.337105113090390388e-03 5.215569975240279786e-03 6.031640249080201521e-02 5.947120652019233060e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 1.355276165171283992e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 1.032289934803936812e-02 4.155311701068429078e-03 -0.000000000000000000e+00 2.334692667955108603e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 2.903760180841953586e-02 -0.000000000000000000e+00 5.115728908855312132e-03 -0.000000000000000000e+00
-0.000000000000000000e+00 3.382365394043831269e-02 2.049523638250626278e-02 8.009052052421047549e-03 1.171794058443520747e-01 -0.000000000000000000e+00 2.205656648991291893e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 5.282301972950014923e-04 1.431917494850767913e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 2.184343024873471387e-02 8.156401821491048986e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 2.815601824820988808e-02 6.497391724261359150e-03 -0.000000000000000000e+00 1.289618416883472063e-01 -0.000000000000000000e+00 2.586355265303699053e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 6.868374763314172293e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 2.312077876874728266e-02 4.080731073077325383e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 3.268009300514895105e-02 3.159671869263870614e-02 -0.000000000000000000e+00 1.466220639667520018e-02 -0.000000000000000000e+00 3.543574119994451210e-02 8.264433014496036164e-03 -0.000000000000000000e+00 1.832458672504604438e-02 4.153872136849905139e-02 3.966550369577403513e-03 7.220024820012302218e-03 4.568361340740657167e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 5.090920372573650397e-03
-0.000000000000000000e+00 -0.000000000000000000e+00 6.569222671516530311e-03 1.768605657339911499e-02 5.081865198897950707e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 3.047725616310950885e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 9.708033462047525874e-02 -0.000000000000000000e+00 1.765544844369839814e-02 7.598050529596976632e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 1.053360754428870477e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
